city,code,Median weekly household income,lon,All private dwellings,Average people per household,lat,Median monthly mortgage repayments,Median weekly rent,Average motor vehicles per dwelling
Budgee Budgee (NSW),10641,1687,149.676562,84,2.6,-32.543565,1950,280,2.3
Stroud,13677,1192,151.966607,396,2.6,-32.402364,1300,260,2
Woolwich,14412,3211,151.172535,329,2.6,-33.838393,2500,470,2.1
Daruka,11218,2231,150.962594,273,3,-31.035042,2100,370,2.5
New Park,12945,774,152.991128,70,2.3,-28.607163,966,290,1.9
Greenwich,11770,2555,149.906755,2399,2.5,-34.625181,2800,550,1.5
Kalang,12050,959,152.774243,112,2.8,-30.508285,1300,350,2
Box Hill (NSW),10539,1760,150.904697,306,3.1,-33.639115,2167,500,2.7
Boggabri,10442,1162,150.042508,584,2.4,-30.704728,1255,250,1.9
Arakoon,10069,1075,153.066955,244,2.2,-30.888231,1320,350,2
Wilberforce (NSW),14288,1867,150.847506,1058,3,-33.558179,2167,303,2.6
Earlwood,11343,1824,151.12648,6553,2.9,-33.92651,2500,500,1.7
Berkeley,10303,1059,150.844147,3079,2.6,-34.481408,1603,230,1.7
Chillingham,10904,850,153.277703,101,2.3,-28.31412,1560,320,1.9
Turvey Park,13983,1519,147.35864,1470,2.5,-35.131926,1517,300,1.7
High Range,11900,2062,150.297876,190,3,-34.373716,2861,175,2.8
Smithfield (NSW),13559,1173,150.940431,4077,3.1,-33.853546,2000,360,1.7
Hillvue,11914,1471,150.917009,2578,2.6,-31.118432,1589,330,2
Rouchel,13422,2312,151.090225,56,2.8,-32.123533,1950,0,2.5
Ardlethan,10076,769,146.903401,285,2.2,-34.357355,607,89,1.8
Wamboin,14123,3012,148.660146,604,3,-31.713914,2600,365,2.6
West Wyalong,14256,1148,147.205201,1509,2.3,-33.923496,1082,170,1.8
Cabramatta,10740,968,150.917514,7182,3.1,-33.899136,1371,310,1.3
Oran Park,13091,2194,150.723908,1563,3.2,-34.006941,2600,540,2.1
Alexandria,10030,2421,151.195567,4264,2.1,-33.897571,2500,590,1.1
Dungog,11320,842,151.137258,967,2.2,-33.891712,1200,241,1.6
Northwood (NSW),13024,4152,151.177751,333,3.1,-33.829732,3250,1000,2.1
Regents Park (NSW),13345,1203,151.023796,1716,3,-33.883928,1709,370,1.5
Koolewong,12185,1504,151.31816,404,2.3,-33.46632,1729,405,1.7
Windradyne,14324,1309,149.550561,1256,2.5,-33.408309,1584,320,1.7
Euchareena,11452,1228,149.067204,77,2.6,-32.939006,1083,163,2.5
Kellys Plains,12087,1624,151.633136,61,2.3,-30.554866,1896,320,2.4
Wallendbeen,14113,1224,148.16016,146,2.5,-34.524319,867,100,2.1
Kirribilli,12173,2233,151.212705,2498,1.8,-33.846275,2579,540,1
Wallaroo (NSW),14112,2266,149.005727,261,3,-35.149733,2313,348,2.8
Burradoo,10701,1733,150.404854,1171,2.5,-34.506395,2600,475,2
Cudgen,11143,1435,153.55721,321,2.8,-28.2628,1517,340,2
Swansea (NSW),13711,874,151.637046,2517,2.2,-33.089429,1733,290,1.6
Berridale,10316,1105,148.830045,649,2.3,-36.36953,1192,200,2
Macquarie Park,12437,1631,151.134041,3557,2.1,-33.779795,2000,460,1
Laggan,12235,1509,149.541447,204,2.7,-34.384409,1257,205,2.8
Castle Hill (NSW),10847,2219,151.005616,13721,3,-33.732307,2500,555,2
Chittaway Point,10912,1603,151.463661,379,2.8,-33.326616,1871,370,2.2
Wyalong,14431,1149,147.243019,310,2.4,-33.925882,1083,190,2
Tygalgah,13996,1437,153.410299,58,2.1,-28.311571,1600,285,2
Sylvania,13717,1649,151.115847,4100,2.7,-34.019802,2500,440,1.8
Belmore River,10280,1073,152.967558,109,2.7,-31.072166,1733,250,2.4
Yorklea,14517,1092,153.060771,159,2.7,-28.946286,1255,245,2.3
Skennars Head,13554,1364,153.606411,503,2.6,-28.826941,1733,460,1.9
Wentworth Falls,14226,1239,150.376454,2972,2.3,-33.709836,1733,370,1.6
Tura Beach,13973,1064,149.917714,1629,2.2,-36.86533,1452,330,1.7
Beecroft,10249,2598,150.79864,3190,3.1,-35.007431,3000,595,2
Daleys Point,11189,934,151.348181,385,2.1,-33.50569,2099,395,1.6
Cambewarra Village,10764,1875,150.559835,416,2.9,-34.82309,1733,420,2.3
Marrangaroo,12502,1861,150.106225,176,2.8,-33.428678,1985,300,2.5
Tahmoor,13727,1403,150.593447,1932,2.8,-34.22291,1842,370,2
Garthowen,11593,1781,149.622184,60,2.8,-33.596772,2052,250,2.5
Stanwell Park,13653,2338,150.986148,524,3,-34.226019,2167,445,2.1
Culcairn,11147,1053,147.03717,641,2.5,-35.667766,960,180,1.9
Cabarita (NSW),10736,2559,151.113765,793,2.7,-33.849081,3000,850,1.9
Seelands,13515,1228,152.913819,161,2.6,-29.615101,1500,260,2.2
Tanilba Bay,13748,968,152.002389,1383,2.4,-32.732589,1500,320,1.8
Bonalbo,10463,725,152.596341,189,1.9,-28.653951,650,150,1.5
Smiths Lake,13563,982,152.501878,804,2.4,-32.382379,1300,300,1.8
Mortdale,12728,1731,151.075391,4203,2.6,-33.972239,2167,405,1.5
Buckaroo,10630,1312,149.63106,51,2.3,-32.559654,1733,275,2.4
Springwood (NSW),13629,1550,150.55875,3448,2.5,-33.700645,1950,355,1.7
Winmalee,14334,1812,150.61911,2292,2.9,-33.673276,1950,400,2.1
McGraths Hill,12542,1925,150.840222,903,3,-33.613435,2167,400,2.3
South Maitland,13591,931,151.566213,242,2.1,-32.742294,1387,200,1.6
Green Valley (NSW),11756,1572,150.86636,3574,3.6,-33.903526,1950,420,2.1
Razorback,13328,2242,149.81923,341,3.3,-33.033803,2500,350,3
Glenquarry,11674,1625,150.490532,98,2.6,-34.522941,3250,310,2.4
Long Jetty,12378,972,151.484178,3373,2.2,-33.359163,1733,315,1.5
Sherwood (Kempsey - NSW),13537,985,152.7121,63,2.5,-31.0677,1700,178,2.2
McKees Hill,12543,1420,153.19628,114,3.3,-28.880798,1721,285,2.6
Burrangong,10706,936,148.268425,100,2.3,-34.287811,1300,200,2.1
Condong,11003,1230,153.433785,124,2.6,-28.316754,1733,400,2.1
Edgeworth,11381,1167,151.622249,2621,2.5,-32.923766,1600,310,1.8
Halekulani,11830,852,151.550635,1199,2.3,-33.223484,1560,318,1.6
Condell Park,11001,1392,151.011619,3639,3.4,-33.922034,2167,450,1.9
Megan,12558,1062,152.787387,77,2.2,-30.286954,875,185,1.9
Wagstaffe,14084,1531,151.342598,175,2.2,-33.523185,2500,300,1.8
Erowal Bay,11436,1093,150.646501,425,2.4,-35.084367,1636,300,1.8
Walgett,14096,1039,148.116684,993,2.6,-30.021558,953,150,1.6
Hurlstone Park,11963,1780,151.13224,1922,2.6,-33.909964,2299,415,1.4
Leeville,12295,1278,152.97788,85,2.7,-28.947743,1365,263,2.2
Wadalba,14080,1598,151.465618,1053,2.9,-33.273033,2015,440,1.8
Medlow Bath,12553,1117,150.280742,337,2.2,-33.672526,1408,340,1.7
Rydalmere,13453,1553,151.034464,2486,2.8,-33.811244,2167,400,1.7
Walbundrie,14092,1031,146.72127,77,2.5,-35.690162,467,0,2.3
Junction Hill,12045,1167,152.925803,586,2.5,-29.64137,1509,300,1.8
Goulburn,11725,1155,149.748917,9922,2.3,-34.747561,1517,260,1.7
Nords Wharf,12975,1485,151.603972,406,2.7,-33.135175,2000,350,2.1
Urana,14052,863,146.265684,228,2.2,-35.329447,563,80,1.9
Vincentia,14075,1252,150.675178,2393,2.2,-35.069537,1800,330,1.7
Stony Creek (Bega Valley - NSW),13668,1292,149.802,62,2.7,-36.6173,1733,0,2.2
Little Billabong,12350,1583,147.529705,67,2.7,-35.587981,1200,0,2.4
St Leonards (NSW),13642,2327,151.195504,3080,2,-33.823248,2500,580,0.9
Marayong,12485,1408,150.898338,2746,2.9,-33.746168,2000,370,1.6
Bombala,10455,1090,149.242198,698,2.2,-36.909544,1049,175,1.8
Windermere Park,14321,1092,151.531184,296,2.6,-33.115951,1517,340,1.8
Broulee,10608,1002,150.174616,1228,2.2,-35.854996,1517,270,1.6
Normanhurst,12976,2140,151.097331,1854,2.8,-33.720999,2600,428,1.8
Fennell Bay,11500,1204,151.600093,715,2.4,-32.992104,1615,300,1.8
Empire Vale,11416,1224,153.503369,68,2.8,-28.915582,1590,0,1.9
Bostobrick,10516,1024,152.627919,58,2.8,-30.277198,1133,200,2.3
Dubbo,11296,1341,148.593099,16379,2.5,-32.247975,1517,265,1.8
Woy Woy Bay,14426,1864,151.312108,199,2.6,-33.484478,2167,400,2
Dobies Bight,11262,1274,152.943494,56,2.3,-28.809447,867,185,1.9
Mount Lewis,12774,1302,151.047838,379,3.3,-33.917157,2297,300,1.9
Roseville Chase,13413,3029,151.195195,554,3.1,-33.778902,3800,730,2
Berowra Waters,10311,749,151.11837,62,2,-33.601653,1500,0,1.5
Bidwill (NSW),10340,798,150.822765,1501,2.9,-33.73024,1517,190,1.3
Silverdale (NSW),13544,2220,150.580102,1149,3.3,-33.942212,2320,400,2.8
Milton (NSW),12630,1110,150.434525,693,2.4,-35.315085,1500,270,1.9
Old Toongabbie,13081,1700,150.974108,1159,2.9,-33.792713,2154,420,1.8
Wadeville,14082,525,153.141396,112,1.9,-28.559602,867,170,1.6
Claremont Meadows,10918,2075,150.752791,1530,3.2,-33.770438,2100,400,2.1
Coolatai,11028,778,150.734491,65,2.1,-29.268259,488,0,2.1
Kings Langley,12149,2114,150.922711,3203,3,-33.742079,2167,480,2.1
Tooma,13906,1499,148.052595,51,2.3,-35.97108,929,170,2.3
Homebush (NSW),11929,1810,151.081847,2644,2.9,-33.859654,2167,460,1.3
Ourimbah,13103,1609,151.36965,1522,2.8,-33.359703,1733,345,2
Primrose Valley,13265,2031,149.362232,70,2.4,-35.470922,2350,300,2.6
Laguna,12237,1156,151.127788,120,2.1,-32.994585,1624,275,1.8
Wilsons Creek,14310,1019,153.426779,202,2.6,-28.571576,1689,300,1.8
Hurstville Grove,11965,2094,151.091136,909,3.2,-33.980653,2600,518,2
Nelsons Plains,12924,1958,151.710584,116,3,-32.702329,1600,200,2.8
Loomberah,12386,1666,151.051391,199,2.8,-31.225388,1800,110,2.7
Mount George (NSW),12761,749,152.181488,135,2.2,-31.884445,1029,210,2
Riverside (NSW),13367,1264,152.868521,136,2.5,-31.413952,1700,360,2
Werrington County,14236,1799,150.751155,1277,2.9,-33.747939,1907,390,2.1
Barrington (NSW),10216,1070,151.910491,177,2.3,-31.973631,1733,233,2.1
Palm Beach (NSW),13132,2111,151.321419,1185,2.3,-33.604282,3000,698,1.9
East Gosford,11349,1065,151.354167,2131,2.1,-33.438534,1863,330,1.4
Campbelltown (NSW),10780,1206,150.812522,5414,2.4,-34.067441,1733,360,1.4
Bulga (NSW),10651,1553,151.03792,144,3,-32.644624,1733,325,2.1
Kogarah,12181,1626,151.123296,5868,2.7,-33.979117,2000,440,1.2
Millthorpe,12623,1597,149.185397,520,2.7,-33.445862,1733,273,2.1
Moto,12742,900,152.589555,54,2.8,-31.854383,585,185,2.2
Stubbo,13682,1109,149.585099,103,2.2,-32.317461,1690,180,2.4
Nangus,12890,1125,147.907046,90,2.7,-35.055354,885,111,2.2
Gungal,11810,966,147.937893,118,2.9,-30.519341,1500,200,2.1
Holmesville,11924,1366,151.576847,505,2.8,-32.913661,1712,323,2.1
Nanima,12891,2874,148.981159,66,2.8,-32.511172,2383,420,2.5
Wherrol Flat,14271,1021,152.227659,147,2.5,-31.783211,1287,205,2.2
Oak Flats,13053,1274,150.819334,2572,2.6,-34.564933,1733,350,1.9
Mount White,12803,954,151.190612,98,2,-33.461404,1525,210,1.7
Clontarf (NSW),10935,3744,151.255095,614,3.2,-33.808238,4333,1200,2.1
Blair Athol (NSW),10400,2206,150.806007,814,3.7,-34.063835,2167,450,2.2
Osterley (NSW),13099,1875,151.700846,48,2.7,-32.724756,2102,0,2.8
Crestwood,11115,1395,152.904109,2391,2.1,-31.472265,1733,260,1.6
Keerrong,12083,1166,153.26514,66,2.8,-28.712268,1617,223,2
Croobyar,11121,1399,150.400375,62,2.8,-35.321265,1068,150,2.1
Austral Eden,10110,1281,152.937797,52,2.7,-31.021949,1600,285,2.4
Hunterview,11955,2113,151.173899,1103,2.9,-32.544357,2000,320,2
Gunning,11813,1493,147.922419,319,2.3,-33.138047,1517,231,2.1
Mount Riverview,12788,1987,150.631177,1112,2.8,-33.734273,2100,425,2.1
Yarrawonga Park,14487,1308,151.544375,195,2.4,-33.100922,1450,340,1.8
Jacks Creek,11993,1125,149.739878,64,2.2,-30.454703,1560,0,2.2
Fernvale (NSW),11511,1125,153.436264,99,2.7,-28.370325,1495,288,2.3
Putty,13279,850,150.674177,97,2.2,-32.969803,1174,0,2.3
Coonabarabran,11043,896,149.277272,1549,2.2,-31.273439,1079,180,1.7
Kianga (NSW),12119,873,150.131026,450,2.1,-36.196069,1463,270,1.6
Bondi,10464,2175,149.173088,4976,2.2,-37.119454,2600,620,1.1
Bowenfels,10529,787,150.120913,901,2.4,-33.60463,1375,167,1.4
Penrose,13185,924,150.228512,137,2.4,-34.670072,1517,200,2.2
Narara,12895,1531,151.346114,2957,2.8,-33.395807,1733,360,1.9
Enmore (Inner West - NSW),11425,2022,151.1698,1841,2.3,-33.9002,2600,490,1.1
Fairfield East,11478,1057,150.977528,1663,3.4,-33.869449,1900,278,1.7
Halls Creek (NSW),11834,1093,150.914624,71,2.6,-30.761588,1202,110,2.5
Wingen,14331,1416,150.880095,132,2.7,-31.894215,1509,235,2
Springfield (Central Coast - NSW),13623,1527,151.372,1548,2.8,-33.4277,1800,320,1.8
Capertee,10802,756,149.99001,98,2,-33.148969,830,150,1.9
Elderslie (Singleton - NSW),11392,1774,151.3468,44,3,-32.5828,1590,108,2.9
Redfern,13339,1821,151.203901,7186,2,-33.892778,2500,500,0.8
Mollymook,12669,1006,150.471836,756,2.2,-35.329662,1517,300,1.7
North Rothbury,13004,1600,151.341011,342,2.9,-32.69748,1792,340,2
Matraville,12524,1713,151.230846,3741,2.8,-33.957549,2500,435,1.6
Brogo,10589,977,149.823508,308,2.2,-36.570993,1083,150,2
Hunters Hill,11954,2700,151.154196,3312,2.8,-33.83484,3500,500,1.9
Kincumber,12141,1082,151.381035,3156,2.4,-33.487271,1872,340,1.6
Kalkite,12052,1474,148.636658,133,2.6,-36.334764,1213,280,2.1
Mount Warrigal,12801,1156,150.843468,1895,2.7,-34.551856,1733,350,1.8
Bigga,10346,866,149.151361,211,2.1,-34.084776,923,50,2
Randwick,13312,2169,151.241993,13343,2.3,-33.913164,2600,560,1.2
Tighes Hill,13863,1372,151.751115,739,2.3,-32.908014,1733,330,1.5
East Ballina,11345,1266,153.582396,2733,2.3,-28.864324,1733,370,1.7
Suffolk Park,13684,1514,153.610159,1674,2.5,-28.689842,2000,550,1.9
Wattle Grove (NSW),14192,2148,150.936403,2919,3.2,-33.963316,2167,450,2
Balmoral (Wingecarribee - NSW),10167,1678,150.5165,162,2.8,-34.3018,2167,330,2.4
Bald Hills (NSW),10147,1347,149.847662,107,2.5,-36.912886,1700,350,2.1
Greenacre,11757,1184,151.057271,7636,3.4,-33.906744,2058,370,1.9
Corndale (NSW),11076,1343,153.37782,145,2.6,-28.698711,1767,290,2
Northbridge (NSW),13022,3344,151.222266,2260,3,-33.815028,3500,680,1.8
Naremburn,12898,2627,151.20116,2591,2.5,-33.817299,3000,625,1.4
Currabubula,11172,1116,150.734256,153,2.5,-31.262722,1556,120,2.1
Molong,12671,1168,148.868772,1088,2.6,-33.09197,1517,240,2
Erina Heights,11434,1974,151.413211,141,3.2,-33.426949,2188,480,2.3
Willoughby East,14304,3654,151.203505,594,3.2,-33.802534,3000,837,1.8
East Lismore,11358,1000,153.285411,2183,2.3,-28.820433,1430,260,1.5
Griffith (NSW),11782,1287,146.043671,7440,2.6,-34.289045,1500,230,1.8
Gillenbah,11622,1375,146.53099,75,2.1,-34.768998,0,110,2.5
Norah Head,12973,1567,151.555053,506,2.6,-33.279786,2013,350,2.1
Clear Creek,10925,1812,149.707746,58,2.6,-33.332296,2167,0,2.3
Stanhope (NSW),13648,2083,151.388821,54,2.9,-32.607338,1722,303,2.4
Adamstown,10016,1404,151.717695,2678,2.4,-32.950984,1842,325,1.6
Morisset,12723,799,151.530773,1566,2.1,-33.121406,1576,340,1.4
Rutherford,13449,1202,151.527921,4847,2.6,-32.716413,1700,310,1.7
Bodalla,10434,957,150.173321,365,2.5,-35.796628,1300,173,2
Boorooma,10501,2078,147.465609,294,3,-30.103871,1818,395,2
Legume,12296,661,152.30758,98,2.3,-28.404725,1257,133,2.1
Rous Mill,13428,1452,153.389634,83,2.4,-28.876258,1192,330,2.2
Manning Point,12478,686,152.661512,167,1.8,-31.895141,1430,150,1.4
Verona,14073,959,149.8207,132,2.2,-36.465045,1500,205,2
East Killara,11355,2524,151.170003,992,3.3,-33.753498,3100,920,2.1
Bungwahl,10687,941,152.444151,151,2.2,-32.387265,1002,205,1.9
Attunga,10105,1184,150.847933,244,2.5,-30.930991,1268,250,2.3
Dunmore (NSW),11323,1775,150.840676,72,2.9,-34.606223,1900,160,2.6
East Jindabyne,11352,1656,148.652518,354,2.6,-36.401823,1870,350,2.1
Bundeena,10672,1614,151.151259,922,2.5,-34.085064,2365,438,1.9
Bondi Beach,10465,2253,151.274856,6498,2.1,-33.890542,2708,630,1
Wingello,14330,1164,150.15675,268,2.6,-34.691726,1517,260,2
San Isidore,13469,1791,147.287126,131,2.9,-35.111163,1609,273,2.5
Lidster,12319,2422,148.958974,116,2.9,-33.297893,2200,260,2.7
Pleasant Hills,13228,899,146.797165,56,2.3,-35.467017,648,0,2.7
Greta (NSW),11778,1412,151.388741,1074,2.7,-32.677443,1647,320,2.1
Rooty Hill,13395,1766,150.843922,4465,3.3,-33.77155,2000,400,1.9
Coutts Crossing,11094,996,152.891036,417,2.7,-29.831052,1200,268,2
Ellalong,11398,1370,151.311291,405,2.8,-32.912261,1600,300,2.1
Brooklyn (NSW),10599,1631,151.22519,338,2.5,-33.548006,2167,425,1.8
Haberfield,11828,2164,151.138839,2407,2.8,-33.880496,3000,500,1.7
Belford,10258,2416,151.286484,79,3.2,-32.608791,2184,260,2.5
Bathurst,10231,1029,151.208782,3847,2,-33.859251,1500,260,1.4
Nulkaba,13031,1875,151.349641,234,3.1,-32.809622,2117,330,2.5
Huonbrook,11962,725,153.371552,87,2.1,-28.550966,1477,231,1.3
Gresford,11777,1192,151.537784,131,2.1,-32.427031,2006,205,1.9
Burrumbuttock,10716,1224,146.802861,152,2.4,-35.835429,1300,150,2.3
Clifton Grove,10934,2132,149.173554,300,2.9,-33.247034,2167,450,2.6
Uki,14000,1053,153.336649,300,2.5,-28.413908,1517,305,1.9
Broadwater (Richmond Valley - NSW),10580,945,153.4352,302,2.2,-29.0358,1300,250,1.9
Fernbrook,11506,1062,152.590166,74,1.6,-30.365422,1000,243,1.9
Villawood,14074,781,150.976468,2040,2.9,-33.883679,1950,177,1.4
Eunanoreenya,11457,1843,147.4569,59,3,-35.0811,1409,150,2.7
Boolaroo,10482,1187,151.622332,477,2.3,-32.955269,1467,323,1.8
Kelvin,12091,1449,150.35467,82,2.6,-30.792246,1842,200,2.3
Kingsdale,12155,1937,149.661163,78,2.5,-34.663354,2167,320,2.5
Rosebery (NSW),13405,1891,151.203107,4415,2.5,-33.920412,2200,580,1.3
Swan Bay (Port Stephens - NSW),13704,1205,151.9361,157,2.8,-32.6986,1213,250,2.3
Mooball,12687,1083,153.484436,82,2.7,-28.441829,1500,350,1.9
Hermitage Flat,11895,791,150.145293,180,2,-33.47971,945,225,1.3
Jeir,12004,2963,148.975562,91,2.9,-35.033261,2167,350,2.8
Valley Heights,14069,1756,150.584919,454,2.8,-33.705288,1950,360,2
Alfords Point,10031,2622,151.024751,965,3.4,-33.993303,2400,740,2.6
Tinonee,13876,1134,152.413824,455,2.5,-31.93777,1300,255,2
Davistown,11221,1176,151.360521,1160,2.3,-33.485685,1950,350,1.7
Tumbulgum,13964,1337,153.461116,175,2.5,-28.274366,1521,340,2
Woodenbong,14382,861,152.612035,201,2.1,-28.391044,867,175,1.6
West Gosford,14244,951,151.321753,723,1.9,-33.420829,1600,340,1.2
Elizabeth Beach,11396,1137,152.530117,215,2.2,-32.333509,1559,300,1.7
Red Rock,13334,964,150.5214,331,2.4,-34.7698,1300,270,1.8
Koorainghat,12191,1021,152.470097,78,2.7,-31.985801,1385,225,2.5
Bookham,10478,1268,148.637784,80,2.4,-34.789416,1000,60,2.6
Pokolbin,13236,2079,151.290973,546,2.4,-32.771323,2600,250,2.1
Jugiong,12044,1268,148.324895,124,2.1,-34.823299,1083,100,2.3
Arcadia Vale,10073,1366,151.575815,601,2.6,-33.060343,1647,325,1.9
Wirlinga,14337,2042,147.013164,50,3.5,-36.069726,2000,228,2.6
Monterey,12686,1498,151.150983,1984,2.5,-33.973068,2167,450,1.6
Greenwich Park,11771,899,149.906755,79,2.5,-34.625181,2481,275,2.4
Bardwell Valley,10196,1684,151.134686,864,2.9,-33.935083,2288,490,1.8
Broken Head,10591,1395,153.592296,169,2.3,-28.717235,1326,395,2
Fernhill,11507,870,150.88676,495,2.1,-34.383602,1915,168,1.4
Gumly Gumly,11800,1375,147.421169,115,2.8,-35.123768,1300,270,2.2
Middle Arm,12599,1812,149.741673,167,2.7,-34.539675,1950,250,2.7
Cammeray,10778,2361,151.21043,3446,2.2,-33.821953,2670,580,1.4
North Tamworth,13011,1154,150.930058,2305,2.2,-31.076267,1603,270,1.6
Towamba,13927,729,149.652672,144,2.1,-37.087978,867,125,1.7
West Pennant Hills,14249,2675,151.039113,5428,3.2,-33.753676,2750,590,2.2
Bulahdelah,10649,780,152.207981,709,2.2,-32.413376,1121,220,1.8
Kynnumboon,12228,919,153.379519,60,2.3,-28.308141,1706,183,1.8
Barry (Blayney - NSW),10218,1281,151.3437,74,2.7,-25.5206,1395,160,2.1
Stanmore (NSW),13650,2179,151.16535,3543,2.3,-33.897351,2600,500,1.2
Oyster Bay,13112,2594,151.081067,1864,3.1,-34.006894,2817,580,2.1
Bangalow,10174,1401,153.524792,850,2.6,-28.686356,1800,500,1.9
Parramatta,13156,1739,151.010707,10517,2.6,-33.798043,1874,430,1
Darbys Falls,11205,955,148.859104,126,2.3,-33.931096,1083,150,2
North Batemans Bay,12982,929,150.183191,351,2.1,-35.700315,1658,250,1.6
Wandandian,14127,1642,150.509967,108,2.8,-35.089066,1600,240,2.5
Boorowa,10503,973,148.716326,865,2.3,-34.438598,1172,180,2
Coomba Park,11038,728,152.472124,445,1.9,-32.241295,867,250,1.6
Binnaway,10372,710,149.378497,365,2.1,-31.552115,704,125,1.7
Llandilo,12363,1888,150.756773,472,3.5,-33.708904,2167,450,2.9
Yowie Bay,14519,2488,151.104325,1076,3,-34.049866,2800,685,2.2
Blighty,10412,955,145.285731,71,2.8,-35.591687,585,50,2.5
Woolloomooloo,14406,1794,151.220412,2480,1.7,-33.869283,2513,500,0.7
Wooli,14403,691,153.266263,415,1.9,-29.865472,1105,250,1.5
West Pymble,14250,2855,151.126038,1783,3.2,-33.760383,3000,700,2
Moorebank,12712,1889,150.953602,3291,3.1,-33.933805,2419,450,1.9
Gulgong,11794,1086,149.533528,1135,2.4,-32.362587,1517,250,1.9
North Parramatta,13001,1524,151.010707,5474,2.5,-33.798043,1950,400,1.4
Scarborough (NSW),13500,2058,150.962389,121,3.1,-34.268351,2500,430,2
Ellenborough,11401,1062,152.456673,94,2.6,-31.444561,1042,250,2
Panania,13144,1642,150.998047,4527,2.9,-33.95613,2300,410,1.8
South Coogee,13579,1517,151.256089,2386,2.5,-33.931293,3132,177,1.3
Dundas (NSW),11312,1701,151.044189,1625,2.9,-33.799405,2167,430,1.7
Sunshine Bay,13695,960,150.20909,728,2.2,-35.741606,1500,286,1.6
Wilton (NSW),14311,2449,150.696426,989,3.3,-34.240434,2580,550,2.5
Manyana,12482,947,150.513956,658,2,-35.258413,1354,265,1.8
Coolac,11022,1089,148.193499,100,2.5,-34.902613,650,67,2.2
Quandialla,13290,900,147.793336,119,2.2,-34.009523,433,85,2.1
Carss Park,10837,1779,151.119041,476,2.9,-33.986556,2913,212,1.9
Nymboida,13048,669,152.747884,166,2.1,-29.926011,600,45,1.8
Mayfield East,12534,1319,151.750102,819,2.2,-32.900017,1712,350,1.5
Yoogali,14516,1674,146.084633,421,2.9,-34.30118,1600,250,2.3
Nashua,12914,1208,153.467865,105,2.4,-28.729875,1950,375,2.2
Kyogle,12229,814,151.5007,1020,2.2,-33.3543,1200,235,1.5
Uralba,14050,1402,153.47132,90,2.5,-28.873618,1967,225,2.1
Ilarwill,11970,949,153.172822,103,2.1,-29.46593,1114,250,1.9
Deer Vale,11232,787,152.532191,84,2.6,-30.361575,1754,245,1.9
Billimari,10354,833,148.615476,68,2.4,-33.682514,780,175,2.1
Bow Bowing,10526,1797,150.83682,523,3.2,-34.015342,1863,400,2.1
Macquarie Hills,12434,1930,151.647116,1183,2.9,-32.953151,1907,400,2.1
Mulbring,12813,1454,151.483,221,2.9,-32.900377,1950,300,2.3
Lake Cathie,12243,1034,152.854925,1568,2.5,-31.552287,1733,330,1.9
Windang,14316,784,150.869145,1362,2.1,-34.52994,1733,270,1.4
Lowanna,12398,704,152.900526,167,2.2,-30.21239,1008,200,1.8
Dudley,11300,1991,151.71958,931,2.7,-32.989684,2000,365,2.1
Wallacia,14101,1729,150.640418,590,2.9,-33.865179,2123,300,2.4
Blueys Beach,10420,819,152.53525,218,2.3,-32.347684,1335,315,1.6
Barrengarry,10213,1375,150.523543,96,2.7,-34.720683,2167,200,2.1
Moonbah,12698,1696,148.551912,254,2.8,-36.494333,1831,250,2.2
Sancrox,13471,1449,152.789888,226,2.6,-31.46234,1667,220,2.3
Cooks Hill,11019,1497,151.769244,1984,2,-32.93413,1950,370,1.4
Mittagong,12653,1173,150.448788,2627,2.3,-34.450856,1733,320,1.7
Wolli Creek,14353,1868,151.155272,2903,2.4,-33.930744,2167,580,1
Wolumla,14362,1130,149.811442,286,2.5,-36.831995,1383,260,2
Woolomin,14408,949,151.14899,119,2.6,-31.284859,1300,270,1.8
Tantawangalo,13753,1125,149.594037,80,2.7,-36.79455,1275,25,1.8
Arrawarra,10088,682,153.202738,394,1.7,-30.059771,1083,220,1.3
Khancoban,12111,914,148.129398,235,1.9,-36.218087,867,150,1.5
Mullion Creek,12826,1795,149.120663,189,3.1,-33.140704,1733,180,2.6
Prospect (NSW),13266,1796,150.916198,1579,3,-33.801553,2167,410,2.1
Bangor (NSW),10177,2289,151.030057,1888,3,-34.018876,2500,598,2.3
Ashley,10100,1557,149.808064,148,2.7,-29.317772,1083,200,2.1
Horseshoe Bend,11939,1027,151.572608,180,2.3,-32.734708,1213,300,1.6
Corowa,11080,998,146.391214,2741,2.2,-35.997952,1245,200,1.7
Coolamon,11025,1304,147.200085,880,2.6,-34.815539,1300,220,2.1
North Casino,12987,1605,153.062954,318,3.1,-28.7912,1760,280,2.4
Forbesdale,11539,1275,151.936002,66,3,-32.077564,1864,265,2.4
Dartbrook,11217,1406,150.697181,47,2.4,-31.938204,2625,200,2.4
Gateshead,11594,926,151.693851,1289,2.5,-32.989025,1509,262,1.6
Glenhaven,11667,2259,151.006899,2312,3,-33.703218,2685,650,2.3
Barrack Heights,10207,1088,150.857066,2427,2.6,-34.565203,1647,320,1.8
Windella,14317,2432,149.872388,233,3.2,-35.025089,2184,400,2.8
Wheeler Heights,14268,2367,151.277439,969,3.2,-33.732476,2800,713,2.1
Downside,11285,1875,147.344314,47,2.5,-34.976629,1408,200,2.7
Warroo (NSW),14175,1624,147.581381,46,3,-33.328777,1733,0,2.6
Mogo (Eurobodalla - NSW),12660,938,150.1142,146,2.3,-35.8043,1344,160,1.9
